,Dimension,Number of Phenotypes,Vectors of probability,Std value,Accuracy,Euclidean Distance
207,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
208,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
209,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
210,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
211,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,0.99,0.707
212,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,0.99,0.566
213,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,1.0,0.424
214,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.63,0.283
215,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.57,0.141
216,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.54,0.0
217,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.59,0.141
218,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.52,0.283
219,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,1.0,0.424
220,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
221,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
222,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
223,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
224,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
225,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
226,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
227,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
228,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,0.99,0.566
229,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.92,0.424
230,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.77,0.283
231,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.55,0.141
232,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.59,0.0
233,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.6,0.141
234,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.67,0.283
235,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.99,0.424
236,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
237,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
238,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
239,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
240,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
241,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
242,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
243,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
244,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
245,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.99,0.424
246,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.78,0.283
247,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.54,0.141
248,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.5,0.0
249,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.55,0.141
250,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.57,0.283
251,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.88,0.424
252,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
253,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
254,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
255,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
256,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
257,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
258,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
259,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,0.99,0.707
260,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
261,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.99,0.424
262,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.8,0.283
263,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.57,0.141
264,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.53,0.0
265,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.52,0.141
266,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.52,0.283
267,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.97,0.424
268,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
269,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
270,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
271,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
272,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
273,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
274,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
275,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,0.99,0.707
276,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
277,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.9,0.424
278,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.73,0.283
279,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.51,0.141
280,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.56,0.0
281,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.54,0.141
282,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.57,0.283
283,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.97,0.424
284,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
285,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
286,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,0.99,0.849
287,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
288,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
289,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
290,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
291,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
292,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,0.93,0.566
293,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,1.0,0.424
294,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.7,0.283
295,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.5,0.141
296,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.51,0.0
297,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.63,0.141
298,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.52,0.283
299,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.89,0.424
300,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
301,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,0.99,0.707
302,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
303,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
304,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
305,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
306,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
307,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
308,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
309,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.95,0.424
310,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.74,0.283
311,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.55,0.141
312,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.55,0.0
313,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.55,0.141
314,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.86,0.283
315,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.97,0.424
316,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
317,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
318,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
319,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,0.99,0.99
320,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
321,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
322,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
323,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
324,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,0.97,0.566
325,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,0.99,0.424
326,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.96,0.283
327,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.63,0.141
328,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.58,0.0
329,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.57,0.141
330,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.87,0.283
331,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,1.0,0.424
332,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,1.0,0.566
333,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
334,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
335,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",0.5,1.0,0.99
336,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
337,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
338,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
339,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
340,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,1.0,0.566
341,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,0.99,0.424
342,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.89,0.283
343,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.59,0.141
344,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.53,0.0
345,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.51,0.141
346,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.95,0.283
347,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,1.0,0.424
348,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,1.0,0.566
349,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
350,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
351,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",0.5,1.0,0.99
352,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
353,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
354,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
355,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
356,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,1.0,0.566
357,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,0.99,0.424
358,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.69,0.283
359,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.59,0.141
360,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.6,0.0
361,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.56,0.141
362,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.98,0.283
363,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,0.99,0.424
364,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,1.0,0.566
365,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
366,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
367,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",0.5,1.0,0.99
368,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
369,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
370,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
371,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
372,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,1.0,0.566
373,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,0.99,0.424
374,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.99,0.283
375,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.66,0.141
376,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.55,0.0
377,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.52,0.141
378,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.98,0.283
379,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,1.0,0.424
380,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,1.0,0.566
381,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
382,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
383,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",0.5,1.0,0.99
384,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
385,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
386,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
387,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
388,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,1.0,0.566
389,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,0.98,0.424
390,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.61,0.283
391,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.55,0.141
392,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.56,0.0
393,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.5,0.141
394,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.9,0.283
395,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,0.93,0.424
396,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,1.0,0.566
397,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
398,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
399,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",0.5,1.0,0.99
400,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",0.5,1.0,1.131
401,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",0.5,1.0,0.99
402,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",0.5,1.0,0.849
403,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",0.5,1.0,0.707
404,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",0.5,1.0,0.566
405,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",0.5,1.0,0.424
406,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",0.5,0.84,0.283
407,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",0.5,0.7,0.141
408,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",0.5,0.57,0.0
409,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",0.5,0.57,0.141
410,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",0.5,0.67,0.283
411,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",0.5,1.0,0.424
412,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",0.5,0.99,0.566
413,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",0.5,1.0,0.707
414,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",0.5,1.0,0.849
