,Run,Accuracy
0,0,0.41379310344827586
1,1,0.5344827586206896
2,2,0.4827586206896552
3,3,0.4827586206896552
4,4,0.4482758620689655
5,5,0.3793103448275862
6,6,0.41379310344827586
7,7,0.4827586206896552
8,8,0.3448275862068966
9,9,0.43103448275862066
