,Run,Accuracy
0,0,0.3157894736842105
1,1,0.3157894736842105
2,2,0.35789473684210527
3,3,0.37894736842105264
4,4,0.3263157894736842
5,5,0.2736842105263158
6,6,0.3157894736842105
7,7,0.3684210526315789
8,8,0.3157894736842105
9,9,0.30526315789473685
10,10,0.29473684210526313
11,11,0.4
12,12,0.35789473684210527
13,13,0.28421052631578947
14,14,0.3684210526315789
15,15,0.3684210526315789
16,16,0.3157894736842105
17,17,0.2631578947368421
18,18,0.2736842105263158
19,19,0.42105263157894735
20,20,0.28421052631578947
21,21,0.4
22,22,0.35789473684210527
23,23,0.43157894736842106
24,24,0.3894736842105263
25,25,0.3368421052631579
26,26,0.30526315789473685
27,27,0.35789473684210527
28,28,0.3157894736842105
29,29,0.25263157894736843
30,30,0.3473684210526316
31,31,0.30526315789473685
32,32,0.35789473684210527
33,33,0.3684210526315789
34,34,0.3473684210526316
35,35,0.35789473684210527
36,36,0.30526315789473685
37,37,0.30526315789473685
38,38,0.35789473684210527
39,39,0.28421052631578947
40,40,0.3157894736842105
41,41,0.29473684210526313
42,42,0.3368421052631579
43,43,0.29473684210526313
44,44,0.3263157894736842
45,45,0.28421052631578947
46,46,0.29473684210526313
47,47,0.3368421052631579
48,48,0.3894736842105263
49,49,0.30526315789473685
50,50,0.30526315789473685
51,51,0.2736842105263158
52,52,0.3157894736842105
53,53,0.2736842105263158
54,54,0.2736842105263158
55,55,0.3157894736842105
56,56,0.29473684210526313
57,57,0.28421052631578947
58,58,0.30526315789473685
59,59,0.28421052631578947
60,60,0.35789473684210527
61,61,0.37894736842105264
62,62,0.4105263157894737
63,63,0.25263157894736843
64,64,0.3473684210526316
65,65,0.3263157894736842
66,66,0.3157894736842105
67,67,0.3263157894736842
68,68,0.29473684210526313
69,69,0.29473684210526313
70,70,0.3368421052631579
71,71,0.4
72,72,0.3157894736842105
73,73,0.30526315789473685
74,74,0.2736842105263158
75,75,0.4
76,76,0.29473684210526313
77,77,0.29473684210526313
78,78,0.29473684210526313
79,79,0.3684210526315789
80,80,0.29473684210526313
81,81,0.3684210526315789
82,82,0.3157894736842105
83,83,0.4
84,84,0.2631578947368421
85,85,0.3684210526315789
86,86,0.2736842105263158
87,87,0.25263157894736843
88,88,0.3263157894736842
89,89,0.37894736842105264
90,90,0.30526315789473685
91,91,0.29473684210526313
92,92,0.3263157894736842
93,93,0.29473684210526313
94,94,0.3263157894736842
95,95,0.2736842105263158
96,96,0.3368421052631579
97,97,0.29473684210526313
98,98,0.30526315789473685
99,99,0.37894736842105264
100,0,0.25263157894736843
101,1,0.25263157894736843
102,2,0.28421052631578947
103,3,0.28421052631578947
104,4,0.3368421052631579
105,5,0.24210526315789474
106,6,0.3263157894736842
107,7,0.28421052631578947
108,8,0.28421052631578947
109,9,0.3157894736842105
110,10,0.2631578947368421
111,11,0.29473684210526313
112,12,0.24210526315789474
113,13,0.3157894736842105
114,14,0.3263157894736842
115,15,0.3473684210526316
116,16,0.2631578947368421
117,17,0.25263157894736843
118,18,0.2736842105263158
119,19,0.28421052631578947
120,20,0.25263157894736843
121,21,0.28421052631578947
122,22,0.2736842105263158
123,23,0.29473684210526313
124,24,0.28421052631578947
125,25,0.2736842105263158
126,26,0.2631578947368421
127,27,0.2631578947368421
128,28,0.3263157894736842
129,29,0.28421052631578947
130,30,0.28421052631578947
131,31,0.25263157894736843
132,32,0.2631578947368421
133,33,0.2631578947368421
134,34,0.2631578947368421
135,35,0.25263157894736843
136,36,0.29473684210526313
137,37,0.2736842105263158
138,38,0.25263157894736843
139,39,0.24210526315789474
140,40,0.30526315789473685
141,41,0.28421052631578947
142,42,0.2736842105263158
143,43,0.29473684210526313
144,44,0.29473684210526313
145,45,0.2631578947368421
146,46,0.23157894736842105
147,47,0.29473684210526313
148,48,0.22105263157894736
149,49,0.3157894736842105
150,50,0.2736842105263158
151,51,0.3157894736842105
152,52,0.2631578947368421
153,53,0.28421052631578947
154,54,0.25263157894736843
155,55,0.3157894736842105
156,56,0.29473684210526313
157,57,0.3263157894736842
158,58,0.25263157894736843
159,59,0.29473684210526313
160,60,0.28421052631578947
161,61,0.28421052631578947
162,62,0.30526315789473685
163,63,0.22105263157894736
164,64,0.25263157894736843
165,65,0.30526315789473685
166,66,0.23157894736842105
167,67,0.25263157894736843
168,68,0.28421052631578947
169,69,0.22105263157894736
170,70,0.22105263157894736
171,71,0.28421052631578947
172,72,0.2631578947368421
173,73,0.23157894736842105
174,74,0.2631578947368421
175,75,0.2736842105263158
176,76,0.3263157894736842
177,77,0.29473684210526313
178,78,0.28421052631578947
179,79,0.23157894736842105
180,80,0.3263157894736842
181,81,0.2736842105263158
182,82,0.2631578947368421
183,83,0.29473684210526313
184,84,0.2631578947368421
185,85,0.30526315789473685
186,86,0.30526315789473685
187,87,0.2736842105263158
188,88,0.29473684210526313
189,89,0.2736842105263158
190,90,0.2631578947368421
191,91,0.28421052631578947
192,92,0.2736842105263158
193,93,0.25263157894736843
194,94,0.30526315789473685
195,95,0.2631578947368421
196,96,0.25263157894736843
197,97,0.2736842105263158
198,98,0.28421052631578947
199,99,0.3157894736842105
